model,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,r2_mean,r2_std,folds
random_forest,21507.19419510166,11555.960506811643,32405.787520958413,34245.07646750884,5.261300906413127,25.03902540544341,0.9730620295634743,0.07363707574745802,41
gradient_boosting,31783.11260836199,14527.022025456967,44810.94104959711,37449.42896270838,6.3792550179683385,27.84851446739725,0.9547374774241546,0.0912061993473683,41
ridge,49510.26975951175,13558.13496891463,63449.99206499697,24373.924230083074,5.774209371819519,16.081595959121053,0.9198489653593291,0.051304448192103606,41
lasso,49513.51463778841,13532.430862066676,63463.532757625435,24360.54392563663,5.777593304349543,16.106880051340948,0.9198042410422923,0.051334095836380746,41
seasonal_naive_lag_24,107975.90765291144,34608.56835265273,159490.23944746103,58340.67016497108,11.419978420965464,27.63424459089274,0.5013735318737316,0.26589122051798625,41
