dia,mes,ano,dgm,pre,total
1.0,-0.0018565297167517534,,-0.04972273947575896,0.06182908776425027,-0.004907148342711199
-0.0018565297167517534,1.0,,-0.036824355420795804,-0.10873585630928057,-0.1669559465055605
,,,,,
-0.04972273947575896,-0.036824355420795804,,1.0,-0.7076261375477906,0.6650418844136362
0.06182908776425027,-0.10873585630928057,,-0.7076261375477906,1.0,0.05708246606208706
-0.004907148342711199,-0.1669559465055605,,0.6650418844136362,0.05708246606208706,1.0
