weather_source,weather_hourly_rows,weather_start,weather_end,duplicate_timestamps,overlap_hours,overlap_hours_consumption,overlap_hours_injection,usable_for_historical_modelling,weather_available_true_rows,heavy_rain_hours,strong_wind_hours
open_meteo_reanalysis,17544,2024-01-01 00:00:00+00:00,2025-12-31 23:00:00+00:00,0,17544,17544,17544,True,17544,1,435
